105.50    1.52799    0.00315722    0.0216026    0.021008
106.50    1.33971    0.00307773     0.018819   0.0183896
107.50     1.1947    0.00269509    0.0166639   0.0162937
108.50    1.05731     0.0027113    0.0146619   0.0143865
109.50   0.956099    0.00251965    0.0131709   0.0129274
110.50   0.860989    0.00243462     0.011787   0.0116159
111.50   0.786549     0.0022344    0.0107113   0.0105746
112.50    0.72338    0.00215155   0.00976792  0.00969583
113.50   0.659242    0.00202808   0.00885243  0.00880898
114.50   0.608617    0.00184272   0.00813615  0.00811594
115.50   0.554714    0.00198326   0.00737698  0.00739522
116.50    0.52228    0.00172213    0.0068832  0.00691614
117.50   0.482448    0.00170645    0.0063427  0.00639649
118.50   0.450184    0.00162774   0.00586934  0.00594264
119.50   0.422159    0.00155352   0.00547117  0.00555627
120.50   0.393838    0.00151167    0.0050785  0.00516771
121.50    0.37417    0.00140447   0.00479403  0.00489985
122.50   0.352473    0.00138902   0.00448687  0.00460954
123.50   0.330824    0.00137634   0.00419883  0.00433513
124.50   0.306593    0.00150825   0.00387619  0.00401134

120.50    0.39985   0.000927391   0.00515315  0.00525411
121.50   0.377076   0.000811078    0.0048303  0.00493814
122.50   0.354401   0.000817696    0.0045192  0.00463694
123.50   0.334895   0.000779854   0.00424225  0.00436977
124.50   0.313994   0.000796971   0.00396141  0.00409909
125.50   0.296318   0.000772704   0.00372586  0.00386698
126.50   0.282099   0.000726179   0.00352624   0.0036749
127.50   0.266413   0.000724196   0.00332048  0.00347042
128.50    0.25326     0.0006778    0.0031365  0.00329526
129.50   0.240175   0.000678717   0.00296817  0.00312408
130.50   0.230044   0.000639897    0.0028265  0.00298417
131.50   0.216121   0.000692005   0.00265454  0.00280542
132.50    0.20675   0.000675712   0.00252432  0.00268572
133.50   0.198955   0.000595987   0.00241653  0.00257895
134.50   0.190692   0.000574819   0.00230765  0.00246937
135.50   0.181983    0.00056486   0.00219746  0.00235433
136.50   0.175097   0.000564594   0.00210588  0.00226355
137.50   0.168804   0.000513675   0.00201603  0.00218748
138.50   0.162336   0.000526224   0.00194278  0.00209187
139.50   0.154216   0.000515684   0.00184044  0.00198789

140.50   0.148986   0.000330027   0.00177006  0.00192164
141.50   0.143821   0.000300118   0.00170486  0.00185269
142.50     0.1368   0.000319616   0.00162132  0.00176741
143.50    0.13233   0.000287473    0.0015611  0.00170176
144.50   0.128804   0.000292927   0.00151279  0.00165943
145.50   0.123426   0.000288925   0.00144767  0.00159186
146.50   0.118441   0.000290218   0.00138638  0.00152903
147.50   0.115181   0.000264258   0.00134667  0.00148101
148.50    0.11043   0.000276816   0.00128909  0.00141875
149.50   0.107968    0.00025658   0.00125878  0.00138563
150.50     0.1034   0.000268763   0.00120351  0.00132863
151.50   0.100039    0.00026632   0.00116191  0.00128421
152.50  0.0958226     0.0002604   0.00111358  0.00123615
153.50  0.0929666   0.000261771   0.00107628  0.00119694
154.50  0.0904876   0.000239435   0.00104654  0.00116494
155.50  0.0871623   0.000246546   0.00100663  0.00112251
156.50  0.0842904   0.000243054  0.000972105  0.00108492
157.50  0.0825291   0.000234598  0.000949184  0.00106101
158.50  0.0805363   0.000237899  0.000926069  0.00103283
159.50  0.0769789   0.000220677   0.00088542 0.000991196
