 CMS collision Energy =    13000.000000000000     
 Collider type = pp
 ======================================
 Factorization scale                =    135.00000000000000     
 Renormalization scale              =    135.00000000000000     
 ==================================
 NLO QCD + NLO EW Cross-Section
 ======================================
 EW input parameters: Gmu scheme
 Fermi constant (1/GeV^2)           =    1.1663700000000000E-005
 ======================================
 Lepton mass (GeV)                  =   0.10500000000000000     
 W mass (GeV)                       =    80.403000000000006     
 W width (GeV)                      =    2.1410000000000000     
 Z mass (GeV)                       =    91.187600000000003     
 Z width (GeV)                      =    2.4952000000000001     
 Top mass (GeV)                     =    172.90000000000001     
 Higgs mass (GeV)                   =    125.00000000000000     
 ======================================
 Strong coupling                    =   0.11140645171099668     
 PDF set = LUXqed_plus_PDF4LHC15_nnlo_100                              
 ======================================
 Z pole focus OFF
 Lower M limit for non-Zpole     =    110.00000000000000     
 Upper M limit for non-Zpole     =    160.00000000000000     
 ======================================
 Lepton-pair invariant mass minimum =    110.00000000000000     
 Lepton-pair invariant mass maximum =    160.00000000000000     
 Transverse mass minimum            =    0.0000000000000000     
 Transverse mass maximum            =    100000.00000000000     
 Z pT minimum                       =    0.0000000000000000     
 Z pT maximum                       =    100000.00000000000     
 Z rapidity minimum                 =   -2.3999999999999999     
 Z rapidity maximum                 =    2.3999999999999999     
 Lepton pT minimum                  =    0.0000000000000000     
 Lepton pT maximum                  =    100000.00000000000     
 Anti-lepton pT minimum             =    0.0000000000000000     
 Anti-lepton pT maximum             =    100000.00000000000     
 Lepton eta absolute value?         =   T
 Lepton pseudorapidity minimum      =    0.0000000000000000     
 Lepton pseudorapidity maximum      =    100.00000000000000     
 Anti-lepton eta absolute value?    =   T
 Anti-lepton pseudorapidity minimum =    0.0000000000000000     
 Anti-lepton pseudorapidity maximum =    100.00000000000000     
 ======================================
 Photon Recombination Cone Size     =      0.0000000000000000     
 Minimum pT for Observable Photon   =   0.50000000000000000     
 Maximum eta for Observable Photon  =    2.5000000000000000     
 Minimum Number of Photon           =             0
 Maximum Number of Photon           =             1
 ======================================
 Jet merging algorithm              =   akta
 Jet algorithm cone size (deltaR)   =   0.40000000000000002     
 parton-parton Rsep (cone algo only)=    1.3000000000000000     
 Minimum pT for Observable Jets     =    30.000000000000000     
 Maximum eta for Observable Jets    =    4.7000000000000002     
 Minimum Number of Jets             =             0
 Maximum Number of Jets             =             2
 Leading jet pT minimum             =    0.0000000000000000     
 ======================================
 Lep-Anti-lep deltaR minimum        =    0.0000000000000000     
 Lep-Anti-lep deltaPhi minimum      =    0.0000000000000000     
 Lep-Anti-lep deltaPhi maximum      =    4.0000000000000000     
 Lep-Jet deltaR minimum             =    0.0000000000000000     
 Lep-Photon deltaR minimum          =    0.0000000000000000     
 ======================================
 Rapidity of Z cutoff for CS angles =    0.0000000000000000     
 
 ===========   VEGAS PARAMETERS   ========
 
 Maximum number of evaluations      =    200000000
 Actual number of evaluations       =    200200000
 Requested relative precision (%)   =    1.0000000000000000E-002
 Requested absolute precision       =    0.0000000000000000     
 Total integration time (sec)       =    169468.00000000000     
 Random number seed                 =           86
 
 ===========   RESULT    =================
 
 Sigma (pb)                  =    13.533625979955328
 Integration Error (pb)      =    1.7463556788537293E-003
 PDF Error (pb)              +      0.166421
                             -      0.174798
 
 ===========   HISTOGRAMS    =================
      bin           weight    numerical error       + pdf error       - pdf error

  ----   Z/W pT         ----

     2.50        0.86902422    0.27568252E-02         0.0709858         0.0689624
     7.50         4.8207647    0.16746228E-02         0.0467415         0.0560839
    12.50         2.2298124    0.81070034E-03         0.0208121         0.0253392
    17.50         1.3212439    0.50124540E-03         0.0119736         0.0147046
    22.50        0.88041241    0.36102909E-03        0.00778178        0.00960746
    27.50        0.62984820    0.27870908E-03        0.00544721        0.00674529
    32.50        0.47256078    0.22500624E-03        0.00401091        0.00496882
    37.50        0.36724076    0.18757672E-03        0.00306434        0.00379335
    42.50        0.29182941    0.15991203E-03        0.00239983        0.00296206
    47.50        0.23635911    0.13858124E-03        0.00191706         0.0023563
    52.50        0.19418204    0.12154610E-03        0.00155582        0.00190097
    57.50        0.16160142    0.10773883E-03           0.00128        0.00155466
    62.50        0.13558290    0.96115337E-04        0.00106289         0.0012811
    67.50        0.11487656    0.86341036E-04       0.000891872        0.00106661
    72.50    0.97791421E-01    0.77887119E-04       0.000751891       0.000892222
    77.50    0.83923978E-01    0.70649354E-04        0.00063992       0.000752798
    82.50    0.72228550E-01    0.64099342E-04       0.000546053        0.00063662
    87.50    0.62524634E-01    0.58397319E-04       0.000468581       0.000541563
    92.50    0.54242840E-01    0.53293696E-04       0.000403524       0.000462416
    97.50    0.47269337E-01    0.48711569E-04        0.00034899       0.000396407
   102.50    0.41255560E-01    0.44626159E-04       0.000302234       0.000340106
   107.50    0.36197577E-01    0.41032812E-04       0.000263446       0.000293934
   112.50    0.31877121E-01    0.37897736E-04       0.000230381       0.000254935
   117.50    0.28097753E-01    0.34919746E-04       0.000201748       0.000221372
   122.50    0.24869301E-01    0.32337461E-04         0.0001773       0.000193008
   127.50    0.22009683E-01    0.29866108E-04       0.000155918       0.000168482
   132.50    0.19589496E-01    0.27747258E-04       0.000137835       0.000147773
   137.50    0.17423610E-01    0.25712663E-04       0.000121762       0.000129628
   142.50    0.15537324E-01    0.23881767E-04       0.000107971       0.000114204
   147.50    0.13876258E-01    0.22179336E-04       9.58652e-05       0.000100822
   152.50    0.12434065E-01    0.20665488E-04       8.53101e-05       8.92173e-05
   157.50    0.11183172E-01    0.19310076E-04       7.63283e-05       7.93956e-05
   162.50    0.10021005E-01    0.17959977E-04       6.79668e-05       7.03797e-05
   167.50    0.90517754E-02    0.16841069E-04        6.1006e-05       6.28507e-05
   172.50    0.81633623E-02    0.15720470E-04       5.46206e-05       5.60397e-05
   177.50    0.73624813E-02    0.14655284E-04       4.90234e-05       5.01358e-05
   182.50    0.66854239E-02    0.13782611E-04       4.41975e-05       4.50936e-05
   187.50    0.60353818E-02    0.12872087E-04       3.96811e-05       4.03363e-05
   192.50    0.54848320E-02    0.12087747E-04       3.59043e-05       3.64272e-05
   197.50    0.49875557E-02    0.11521019E-04       3.24952e-05       3.29055e-05

  ----   Z/W rapidity   ----

    -2.30    0.60692469E-01    0.28450672E-03       0.000785589        0.00065754
    -2.10        0.18431564    0.34589110E-03        0.00233778        0.00205693
    -1.90        0.30805707    0.40659108E-03        0.00389161        0.00356943
    -1.70        0.42504726    0.45221421E-03        0.00536226        0.00511356
    -1.50        0.52935356    0.49472394E-03        0.00663871        0.00658887
    -1.30        0.61433778    0.52905759E-03        0.00768236        0.00787441
    -1.10        0.68407386    0.55656995E-03        0.00854926        0.00898165
    -0.90        0.73613184    0.57750978E-03        0.00923533        0.00989216
    -0.70        0.77718896    0.58587377E-03         0.0098325         0.0106752
    -0.50        0.80455157    0.58354093E-03         0.0102462         0.0112568
    -0.30        0.81895709    0.57716710E-03         0.0104882         0.0116288
    -0.10        0.82506289    0.54250882E-03         0.0106032         0.0118166
     0.10        0.82534248    0.55587347E-03         0.0106064         0.0118209
     0.30        0.81854182    0.55081162E-03         0.0104828         0.0116229
     0.50        0.80472878    0.54149030E-03         0.0102486         0.0112599
     0.70        0.77731433    0.53514912E-03        0.00983401         0.0106771
     0.90        0.73619057    0.52757139E-03        0.00923662        0.00989366
     1.10        0.68363532    0.50715283E-03        0.00854416        0.00897604
     1.30        0.61496938    0.48990325E-03        0.00769067        0.00788239
     1.50        0.52817624    0.46717880E-03        0.00662449        0.00657495
     1.70        0.42545373    0.43081867E-03         0.0053672        0.00511834
     1.90        0.30829751    0.39320591E-03        0.00389543        0.00357172
     2.10        0.18458351    0.33269014E-03        0.00234097        0.00205988
     2.30    0.61288181E-01    0.29096612E-03       0.000793418        0.00066403

  ----   Q_ll Invaria   ----

   110.50        0.88967874    0.47232049E-03         0.0117385         0.0118645
   111.50        0.80966075    0.51623499E-03         0.0106202         0.0107606
   112.50        0.73930411    0.52388160E-03        0.00964083        0.00979444
   113.50        0.67962391    0.51437713E-03        0.00881026        0.00897883
   114.50        0.62567037    0.49650889E-03        0.00806159         0.0082419
   115.50        0.57751112    0.48433314E-03        0.00740391        0.00758846
   116.50        0.53534213    0.47222650E-03         0.0068268        0.00701599
   117.50        0.49906133    0.45748580E-03        0.00632953        0.00652583
   118.50        0.46523539    0.44688782E-03        0.00586727         0.0060689
   119.50        0.43517972    0.43218964E-03        0.00545838        0.00566756
   120.50        0.40760446    0.41706338E-03        0.00508618        0.00529665
   121.50        0.38251815    0.39140822E-03        0.00474969        0.00496414
   122.50        0.35942021    0.39016214E-03        0.00444184        0.00465769
   123.50        0.33898908    0.38608953E-03        0.00417187        0.00438581
   124.50        0.32056787    0.38268171E-03        0.00392631        0.00414245
   125.50        0.30320808    0.36866337E-03        0.00369685        0.00391299
   126.50        0.28728834    0.36048562E-03        0.00348728        0.00370374
   127.50        0.27250882    0.35075278E-03        0.00329333        0.00350853
   128.50        0.25882624    0.34197661E-03        0.00311764        0.00333101
   129.50        0.24576757    0.33447090E-03        0.00294918        0.00315991
   130.50        0.23387724    0.32705758E-03         0.0027957        0.00300382
   131.50        0.22324654    0.32298801E-03        0.00266047        0.00286282
   132.50        0.21230922    0.30857427E-03        0.00252052        0.00272209
   133.50        0.20327218    0.30429123E-03        0.00240533        0.00260448
   134.50        0.19440383    0.29805538E-03         0.0022939        0.00248894
   135.50        0.18610010    0.28775581E-03        0.00218882        0.00238145
   136.50        0.17743851    0.28301242E-03        0.00208294         0.0022695
   137.50        0.17072921    0.27786970E-03        0.00199755         0.0021825
   138.50        0.16381994    0.27422844E-03        0.00191114        0.00209286
   139.50        0.15680303    0.26814438E-03        0.00182574        0.00200264
   140.50        0.15100405    0.26547844E-03        0.00175385        0.00192767
   141.50        0.14501919    0.26012647E-03        0.00167953        0.00184999
   142.50        0.13954491    0.25509507E-03        0.00161411        0.00177948
   143.50        0.13446230    0.25127997E-03        0.00155147        0.00171527
   144.50        0.12938792    0.24539940E-03         0.0014891        0.00164886
   145.50        0.12480741    0.24402852E-03        0.00143344         0.0015896
   146.50        0.12004542    0.23761953E-03        0.00137791           0.00153
   147.50        0.11586901    0.23289128E-03        0.00132747        0.00147522
   148.50        0.11162910    0.23148760E-03        0.00127534         0.0014211
   149.50        0.10815079    0.22567956E-03        0.00123432        0.00137714
   150.50        0.10430088    0.22388176E-03        0.00118915        0.00132773
   151.50        0.10065543    0.22264289E-03        0.00114681        0.00128151
   152.50    0.97522606E-01    0.21645842E-03        0.00110872         0.0012412
   153.50    0.94080311E-01    0.21102627E-03        0.00106926        0.00119789
   154.50    0.91472940E-01    0.20917730E-03        0.00103774        0.00116465
   155.50    0.88569722E-01    0.20566598E-03        0.00100365        0.00112842
   156.50    0.85308553E-01    0.20062698E-03       0.000966837        0.00108504
