   110.50        0.16817849    0.94281007E-04
   111.50        0.15347807    0.88373305E-04
   112.50        0.14099081    0.84745850E-04
   113.50        0.12999324    0.81342080E-04
   114.50        0.12017023    0.78170787E-04
   115.50        0.11158243    0.75339754E-04
   116.50        0.10391680    0.72699362E-04
   117.50    0.97072622E-01    0.70237088E-04
   118.50    0.90958677E-01    0.67955997E-04
   119.50    0.85438385E-01    0.65814935E-04
   120.50    0.80362916E-01    0.63820661E-04
   121.50    0.75816894E-01    0.61962708E-04
   122.50    0.71606963E-01    0.60287536E-04
   123.50    0.67896840E-01    0.58612307E-04
   124.50    0.64208899E-01    0.57001002E-04
   125.50    0.60964153E-01    0.55560114E-04
   126.50    0.58081398E-01    0.54180331E-04
   127.50    0.55285804E-01    0.52875878E-04
   128.50    0.52776421E-01    0.51734902E-04
   129.50    0.50409253E-01    0.50500695E-04
   130.50    0.48231787E-01    0.49385678E-04
   131.50    0.45976273E-01    0.48232741E-04
   132.50    0.44069377E-01    0.47171250E-04
   133.50    0.42334844E-01    0.46298125E-04
   134.50    0.40617162E-01    0.45401716E-04
   135.50    0.39023333E-01    0.44437893E-04
   136.50    0.37525467E-01    0.43647401E-04
   137.50    0.36111827E-01    0.42786883E-04
   138.50    0.34760524E-01    0.42045294E-04
   139.50    0.33530917E-01    0.41300046E-04
   140.50    0.32288929E-01    0.40569076E-04
   141.50    0.31182323E-01    0.39969623E-04
   142.50    0.30095239E-01    0.39260675E-04
   143.50    0.28993602E-01    0.38687449E-04
   144.50    0.28145262E-01    0.38171150E-04
   145.50    0.27152587E-01    0.37457225E-04
   146.50    0.26374579E-01    0.37106785E-04
   147.50    0.25504644E-01    0.36535729E-04
   148.50    0.24711841E-01    0.36052661E-04
   149.50    0.23961225E-01    0.35532099E-04
   150.50    0.23272894E-01    0.35257772E-04
   151.50    0.22542734E-01    0.34725761E-04
   152.50    0.21878444E-01    0.34262732E-04
   153.50    0.21240292E-01    0.33945918E-04
   154.50    0.20614935E-01    0.33214804E-04
   155.50    0.20032401E-01    0.33341896E-04
   156.50    0.19479559E-01    0.32754851E-04
   157.50    0.18842244E-01    0.32164698E-04
   158.50    0.18423340E-01    0.31762602E-04
   159.50    0.17875572E-01    0.32455128E-04
