   110.50        0.13932471    0.15604295E-03
   111.50        0.12712253    0.16156842E-03
   112.50        0.11560569    0.15599761E-03
   113.50        0.10614130    0.15042350E-03
   114.50    0.97387762E-01    0.14632770E-03
   115.50    0.90156033E-01    0.14087039E-03
   116.50    0.83392642E-01    0.13651584E-03
   117.50    0.77691998E-01    0.13151039E-03
   118.50    0.72516601E-01    0.12815123E-03
   119.50    0.67619419E-01    0.12223392E-03
   120.50    0.63245448E-01    0.11852304E-03
   121.50    0.59267477E-01    0.11496786E-03
   122.50    0.55952000E-01    0.11076470E-03
   123.50    0.52514895E-01    0.10977608E-03
   124.50    0.49691648E-01    0.10653848E-03
   125.50    0.46951112E-01    0.10403959E-03
   126.50    0.44436216E-01    0.99564022E-04
   127.50    0.42004529E-01    0.97301391E-04
   128.50    0.39983638E-01    0.93840154E-04
   129.50    0.38129572E-01    0.91769229E-04
   130.50    0.36266262E-01    0.89851033E-04
   131.50    0.34386048E-01    0.86610702E-04
   132.50    0.32926638E-01    0.85977786E-04
   133.50    0.31340378E-01    0.83561955E-04
   134.50    0.30135485E-01    0.82797185E-04
   135.50    0.28608595E-01    0.80253317E-04
   136.50    0.27538939E-01    0.78350503E-04
   137.50    0.26328954E-01    0.77675042E-04
   138.50    0.25098498E-01    0.77207595E-04
   139.50    0.24271740E-01    0.74129352E-04
   140.50    0.23158577E-01    0.72579082E-04
   141.50    0.22405219E-01    0.71234422E-04
   142.50    0.21423348E-01    0.70373211E-04
   143.50    0.20677087E-01    0.70282530E-04
   144.50    0.19770874E-01    0.66899659E-04
   145.50    0.19139148E-01    0.65908540E-04
   146.50    0.18561753E-01    0.65160369E-04
   147.50    0.17760995E-01    0.64714739E-04
   148.50    0.17107881E-01    0.64175804E-04
   149.50    0.16593772E-01    0.62702336E-04
   150.50    0.15960641E-01    0.61782994E-04
   151.50    0.15413679E-01    0.60464787E-04
   152.50    0.15013631E-01    0.60049286E-04
   153.50    0.14506469E-01    0.59076792E-04
   154.50    0.13859121E-01    0.58913752E-04
   155.50    0.13575691E-01    0.57455187E-04
   156.50    0.13146689E-01    0.55807522E-04
   157.50    0.12673227E-01    0.54139674E-04
   158.50    0.12330388E-01    0.54273093E-04
   159.50    0.11874683E-01    0.53675964E-04
